,html_url,legislative_term,reference,title,interpellation_type,published_at,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
1147,https://kleineanfragen.de/sachsen-anhalt/6/2326-von-der-polizei-registrierte-straftaten-im-bereich-politisch-motivierte-kriminalitaet-rechts-im-ii-quartal-2013,6,2326,"Von der Polizei registrierte Straftaten im Bereich ""Politisch motivierte Kriminalität - rechts"" im II. Quartal 2013",minor,2013-07-30,Die Linke;Die Grünen,Henriette Quade;Sebastian Striegel,Ministerium für Inneres und Sport
1148,https://kleineanfragen.de/sachsen-anhalt/6/2325-aufklaerung-nationalsozialistischer-verbrechen,6,2325,Aufklärung nationalsozialistischer Verbrechen,minor,2013-07-30,Die Grünen,Sören Herbst,Ministerium für Justiz und Gleichstellung
1149,https://kleineanfragen.de/sachsen-anhalt/6/2324-zukunft-der-schullandheime-in-sachsen-anhalt,6,2324,Zukunft der Schullandheime in Sachsen-Anhalt,minor,2013-07-30,CDU,Dietmar Krause,Kultusministerium
1150,https://kleineanfragen.de/sachsen-anhalt/6/2323-ausgabereste-2012-zu-2013,6,2323,Ausgabereste 2012 zu 2013,minor,2013-07-30,Die Linke,Angelika Klein,Ministerium der Finanzen
1151,https://kleineanfragen.de/sachsen-anhalt/6/2322-studienabbrecher-an-den-hochschulen-sachsen-anhalts,6,2322,Studienabbrecher an den Hochschulen Sachsen-Anhalts,minor,2013-07-30,CDU,Thomas Keindorf,Ministerium für Wissenschaft und Wirtschaft
1152,https://kleineanfragen.de/sachsen-anhalt/6/2321-ueberjaehrige-uebertragung-von-haushaltsmitteln,6,2321,Überjährige Übertragung von Haushaltsmitteln,minor,2013-07-26,Die Linke,Angelika Klein,Ministerium der Finanzen
1153,https://kleineanfragen.de/sachsen-anhalt/6/2320-unzureichend-getestete-pflanzenschutzmittel,6,2320,Unzureichend getestete Pflanzenschutzmittel,minor,2013-07-26,Die Grünen,Dietmar Weihrich;Dorothea Frederking,Ministerium für Landwirtschaft und Umwelt
1154,https://kleineanfragen.de/sachsen-anhalt/6/2319-anmeldungen-an-foerderschulen-lernen-im-primarbereich,6,2319,Anmeldungen an Förderschulen Lernen im Primarbereich,minor,2013-07-26,Die Linke,Hendrik Lange,Kultusministerium
1155,https://kleineanfragen.de/sachsen-anhalt/6/2318-forstwirtschaft-im-hakel,6,2318,Forstwirtschaft im Hakel,minor,2013-07-26,Die Grünen,Dorothea Frederking,Ministerium für Landwirtschaft und Umwelt
1156,https://kleineanfragen.de/sachsen-anhalt/6/2317-managementplaene-und-ffh-gebiete,6,2317,Managementpläne und FFH-Gebiete,minor,2013-07-26,Die Linke,Harry Czeke,Ministerium für Landwirtschaft und Umwelt
1157,https://kleineanfragen.de/sachsen-anhalt/6/2316-zweitwohnungen-fuer-minister-und-staatssekretaere,6,2316,Zweitwohnungen für Minister und Staatssekretäre,minor,2013-07-23,Die Linke,Angelika Klein,Ministerium der Finanzen
1158,https://kleineanfragen.de/sachsen-anhalt/6/2315-versetzung-des-staatssekretaers-heiko-geue-in-den-einstweiligen-ruhestand,6,2315,Versetzung des Staatssekretärs Heiko Geue in den einstweiligen Ruhestand,minor,2013-07-23,Die Linke,Angelika Klein,Ministerium der Finanzen
1159,https://kleineanfragen.de/sachsen-anhalt/6/2314-spielhallen-mit-sperrzeitverkuerzung-in-sachsen-anhalt-iii,6,2314,Spielhallen mit Sperrzeitverkürzung in Sachsen-Anhalt (III),minor,2013-07-23,SPD,Rüdiger Erben,Ministerium für Wissenschaft und Wirtschaft
1160,https://kleineanfragen.de/sachsen-anhalt/6/2313-beseitigung-der-flutschaeden-an-mobiliar,6,2313,Beseitigung der Flutschäden an Mobiliar,minor,2013-07-23,CDU,Daniel Sturm,Ministerium für Inneres und Sport
1161,https://kleineanfragen.de/sachsen-anhalt/6/2312-zur-belegungssituation-der-sozialtherapeutischen-abteilung-sotha-in-sachsen-anhalt,6,2312,Zur Belegungssituation der Sozialtherapeutischen Abteilung (SothA) in Sachsen-Anhalt,minor,2013-07-23,Die Linke,Eva von Angern,Ministerium für Justiz und Gleichstellung
1162,https://kleineanfragen.de/sachsen-anhalt/6/2310-zum-umgang-mit-gewaltopfern-im-rahmen-von-rechtsmedizinischen-untersuchungen,6,2310,Zum Umgang mit Gewaltopfern im Rahmen von rechtsmedizinischen Untersuchungen,minor,2013-07-18,Die Linke,Eva von Angern,Ministerium für Inneres und Sport
1163,https://kleineanfragen.de/sachsen-anhalt/6/2308-folgen-des-kulturkonvents,6,2308,Folgen des Kulturkonvents,minor,2013-07-16,Die Grünen,Cornelia Lüddemann,Kultusministerium
1164,https://kleineanfragen.de/sachsen-anhalt/6/2307-verkehrsbedeutung-der-b-80,6,2307,Verkehrsbedeutung der B 80,minor,2013-07-16,Die Grünen,Christoph Erdmenger,Ministerium für Landesentwicklung und Verkehr
1165,https://kleineanfragen.de/sachsen-anhalt/6/2306-inanspruchnahme-von-personalberatungsunternehmen-durch-die-landesregierung,6,2306,Inanspruchnahme von Personalberatungsunternehmen durch die Landesregierung,minor,2013-07-16,Die Linke,Angelika Klein,Ministerium der Finanzen
1166,https://kleineanfragen.de/sachsen-anhalt/6/2289-informationen-zur-hochwassersituation-in-sachsen-anhalt-im-juni-2013,6,2289,Informationen zur Hochwassersituation in Sachsen-Anhalt im Juni 2013,minor,2013-07-11,CDU,Daniel Sturm,Ministerium für Inneres und Sport
