,html_url,legislative_term,reference,title,interpellation_type,published_at,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
646,https://kleineanfragen.de/bundestag/19/15101-erhaltungszustand-des-wolfes,19,15101,Erhaltungszustand des Wolfes,minor,2019-11-13,FDP,Gero Clemens Hocker;Frank Sitta;Karlheinz Busen,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit"
647,https://kleineanfragen.de/bundestag/19/15100-weiterentwicklung-des-einzelwagenverkehrs,19,15100,Weiterentwicklung des Einzelwagenverkehrs,minor,2019-11-13,Die Grünen,Daniela Wagner;Stephan Kühn;Stefan Gelbhaar;Matthias Gastel,Bundesministerium für Verkehr und digitale Infrastruktur
648,https://kleineanfragen.de/bundestag/19/15099-beziehungen-der-seta-stiftung-zur-tuerkischen-regierung,19,15099,Beziehungen der SETA-Stiftung zur türkischen Regierung,minor,2019-11-13,Die Linke,André Hahn;Gökay Akbulut;Ulla Jelpke,Auswärtiges Amt
649,https://kleineanfragen.de/bundestag/19/15098-ueberstunden-in-deutschland,19,15098,Überstunden in Deutschland,minor,2019-11-13,Die Linke,Matthias Birkwald;Susanne Ferschl;Jessica Tatti,Bundesministerium für Bildung und Forschung
650,https://kleineanfragen.de/bundestag/19/15073-medienkonvergenz-und-vielfaltssicherung,19,15073,Medienkonvergenz und Vielfaltssicherung,minor,2019-11-12,Die Linke,Simone Barrientos Krauss;Petra Sitte;Doris Maria Achelwilm,Beauftr. der Bundesregierung für Kultur und Medien
651,https://kleineanfragen.de/bundestag/19/15072-datenschutz-bei-epa-zusammenarbeit,19,15072,Datenschutz bei EPA-Zusammenarbeit,minor,2019-11-12,FDP,Grigorios Aggelidis;Stephan Thomae;Roman Müller-Böhm,Bundesministerium der Justiz und für Verbraucherschutz
652,https://kleineanfragen.de/bundestag/19/15039-arbeitsgruppe-namensrecht,19,15039,Arbeitsgruppe Namensrecht,minor,2019-11-12,FDP,Grigorios Aggelidis;Stephan Thomae;Katrin Helling-Plahr,"Bundesministerium des Innern, für Bau und Heimat"
653,https://kleineanfragen.de/bundestag/19/15038-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-automatisiertes-und,19,15038,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Automatisiertes und vernetztes Fahren",minor,2019-11-12,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Bundesministerium für Verkehr und digitale Infrastruktur
654,https://kleineanfragen.de/bundestag/19/15037-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-strukturen-der,19,15037,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Strukturen der Zivilgesellschaft digital fit machen",minor,2019-11-12,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,"Bundesministerium für Familie, Senioren, Frauen und Jugend"
655,https://kleineanfragen.de/bundestag/19/15036-entwicklung-von-pensionen-und-pensionslasten-des-bundes,19,15036,Entwicklung von Pensionen und Pensionslasten des Bundes,minor,2019-11-12,AfD,Uwe Witt;Jürgen Pohl;René Springer,Bundesministerium für Arbeit und Soziales
656,https://kleineanfragen.de/bundestag/19/15035-einhaltung-des-arbeitsrechts-in-der-kurier-express-und-paketbranche,19,15035,"Einhaltung des Arbeitsrechts in der Kurier-, Express- und Paketbranche",minor,2019-11-12,Die Linke,Susanne Ferschl;Pascal Meiser,Bundesministerium für Arbeit und Soziales
657,https://kleineanfragen.de/bundestag/19/15034-aktuelle-sicherheitsgefaehrdungen-durch-mitglieder-des-islamischen-staates,19,15034,Aktuelle Sicherheitsgefährdungen durch Mitglieder des Islamischen Staates,minor,2019-11-12,Die Linke,Gökay Akbulut;André Hahn;Ulla Jelpke,Auswärtiges Amt
658,https://kleineanfragen.de/bundestag/19/15031-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-massnahmen-zur-erhoehung,19,15031,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Maßnahmen zur Erhöhung der IT-Sicherheit für Leistungserbringer, die nicht von der BSI-Kritisverordnung erfasst werden",minor,2019-11-12,AfD,Joana Cotar;Uwe Schulz,Bundesministerium für Gesundheit
659,https://kleineanfragen.de/bundestag/19/15030-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-foerderung-von,19,15030,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Förderung von Investitionen in IT-Sicherheit für Krankenhäuser, die als kritische Infrastruktur identifiziert wurden",minor,2019-11-12,AfD,Joana Cotar;Uwe Schulz,Bundesministerium für Gesundheit
660,https://kleineanfragen.de/bundestag/19/15029-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-aufbau-und-betrieb-der,19,15029,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Aufbau und Betrieb der Telematik-Infrastruktur",minor,2019-11-12,AfD,Michael Espendiller;Joana Cotar;Uwe Schulz,Bundesministerium für Gesundheit
